Barton,fed,0.5923
Bendigo,fed,0.6884
Blair,fed,2.4166
Bonner,fed,0.1570
Bowman,fed,0.6501
Braddon,fed,0.6607
Brand,fed,1.1509
Brisbane,fed,0.0493
Burt,fed,0.7285
Canning,fed,1.1642
Capricornia,fed,1.4454
Cook,fed,0.7327
Monash,fed,0.9555
Nicholls,fed,1.4157
Cowan,fed,0.8470
Curtin,fed,0.2919
Dawson,fed,1.3241
Dickson,fed,0.3690
Durack,fed,1.1950
Fadden,fed,0.8494
Fairfax,fed,1.0296
Fisher,fed,0.9636
Flynn,fed,2.1131
Forde,fed,1.3233
Forrest,fed,1.2191
Fremantle,fed,0.7321
Grey,fed,1.2172
Griffith,fed,0.1068
Groom,fed,1.3966
Hasluck,fed,0.8861
Herbert,fed,1.0823
Hinkler,fed,1.5253
Hunter,fed,2.1572
La Trobe,fed,0.5005
Leichhardt,fed,0.8232
Lilley,fed,0.3986
Longman,fed,1.3778
Lyons,fed,0.8970
Macarthur,fed,1.0907
Maranoa,fed,1.9072
McEwen,fed,0.6536
McMahon,fed,1.0345
McPherson,fed,0.5686
Moncrieff,fed,0.6126
Moore,fed,0.6955
Moreton,fed,0.2056
O'Connor,fed,1.4685
Oxley,fed,1.0414
Paterson,fed,1.3779
Pearce,fed,1.2757
Perth,fed,0.6120
Petrie,fed,0.6342
Rankin,fed,0.8417
Ryan,fed,0.0135
Stirling,fed,0.5976
Swan,fed,0.6010
Tangney,fed,0.4905
Wide Bay,fed,1.5917
Wright,fed,1.4121
Dobell,fed,0.9356
Richmond,fed,0.6964
Charlton,fed,1.4000
Chifley,fed,1.1486
Hume,fed,1.3894
Lindsay,fed,1.0406
Lyne,fed,1.6259
New England,fed,1.0113
Page,fed,1.1396
Parramatta,fed,0.6306
Werriwa,fed,1.0845
Banks,fed,1.2046
Bennelong,fed,0.4879
Blaxland,fed,0.9657
Hughes,fed,0.9438
Kingsford Smith,fed,0.7841
Riverina,fed,1.2108
Robertson,fed,0.8031
Shortland,fed,1.0096
Solomon,fed,0.6709
Boothby,fed,0.6311
Bruce,fed,0.3231
Kalgoorlie,fed,0.9376
Kennedy,fed,1.6359
Makin,fed,0.9802
Wakefield,fed,1.6673
Barker,fed,1.4202
Cowper,fed,1.5176
Eden-Monaro,fed,0.8699
